Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Month,DayOfWeek
640-48-5028,b,mandalay,member,female,home and lifestyle,0.871,0.889,0.876,0.876,2019-03-02,12:40,cash,0.876,0.0,0.876,0.383,March,Saturday
186-79-9562,b,mandalay,normal,male,health and beauty,0.686,0.667,0.549,0.549,2019-03-29,14:06,cash,0.549,0.0,0.549,0.817,March,Friday
834-45-5519,b,mandalay,normal,female,electronic accessories,0.366,0.333,0.181,0.181,2019-01-31,20:48,ewallet,0.181,0.0,0.181,0.6,January,Thursday
162-65-8559,c,naypyitaw,member,male,food and beverages,0.655,0.0,0.066,0.066,2019-01-21,20:13,cash,0.066,0.0,0.066,0.133,January,Monday
760-27-5490,c,naypyitaw,normal,male,fashion accessories,0.062,0.778,0.128,0.128,2019-01-20,20:37,ewallet,0.128,0.0,0.128,0.85,January,Sunday
445-30-9252,a,yangon,normal,male,sports and travel,0.174,0.222,0.075,0.075,2019-01-17,17:59,ewallet,0.075,0.0,0.075,0.35,January,Thursday
786-94-2700,a,yangon,member,male,food and beverages,0.785,0.556,0.528,0.528,2019-02-28,20:18,cash,0.528,0.0,0.528,0.85,February,Thursday
728-88-7867,c,naypyitaw,member,female,home and lifestyle,0.728,0.333,0.326,0.326,2019-03-19,15:52,ewallet,0.326,0.0,0.326,0.717,March,Tuesday
183-21-3799,c,naypyitaw,normal,female,electronic accessories,0.752,0.889,0.768,0.768,2019-02-19,15:14,ewallet,0.768,0.0,0.768,0.533,February,Tuesday
268-20-3585,c,naypyitaw,normal,female,health and beauty,0.042,0.889,0.128,0.128,2019-02-04,12:50,ewallet,0.128,0.0,0.128,0.333,February,Monday
735-32-9839,c,naypyitaw,member,male,fashion accessories,0.986,0.778,0.87,0.87,2019-01-31,10:36,ewallet,0.87,0.0,0.87,0.75,January,Thursday
258-92-7466,a,yangon,normal,female,health and beauty,0.285,0.444,0.188,0.188,2019-02-06,18:33,credit card,0.188,0.0,0.188,0.433,February,Wednesday
857-16-3520,a,yangon,member,female,fashion accessories,0.683,0.667,0.547,0.547,2019-03-28,16:06,ewallet,0.547,0.0,0.547,0.083,March,Thursday
482-17-1179,a,yangon,member,male,electronic accessories,0.021,0.222,0.029,0.029,2019-01-19,12:47,credit card,0.029,0.0,0.029,0.683,January,Saturday
788-21-5741,a,yangon,normal,male,fashion accessories,0.393,0.222,0.141,0.141,2019-02-17,13:34,credit card,0.141,0.0,0.141,0.533,February,Sunday
821-14-9046,b,mandalay,member,female,fashion accessories,0.082,0.556,0.106,0.106,2019-01-18,15:04,credit card,0.106,0.0,0.106,0.35,January,Friday
418-05-0656,b,mandalay,normal,female,fashion accessories,0.172,0.667,0.188,0.188,2019-02-02,20:42,cash,0.188,0.0,0.188,0.517,February,Saturday
678-79-0726,c,naypyitaw,member,female,sports and travel,0.896,0.889,0.899,0.899,2019-01-18,15:28,cash,0.899,0.0,0.899,0.183,January,Friday
776-68-1096,b,mandalay,normal,male,home and lifestyle,0.379,0.222,0.136,0.136,2019-03-18,13:45,credit card,0.136,0.0,0.136,0.65,March,Monday
592-46-1692,c,naypyitaw,member,female,food and beverages,0.297,0.667,0.276,0.276,2019-01-11,20:10,cash,0.276,0.0,0.276,0.567,January,Friday
434-35-9162,b,mandalay,member,male,food and beverages,0.148,0.333,0.093,0.093,2019-02-04,18:53,ewallet,0.093,0.0,0.093,0.567,February,Monday
149-14-0304,c,naypyitaw,member,female,health and beauty,0.205,0.778,0.243,0.243,2019-02-06,14:24,cash,0.243,0.0,0.243,0.433,February,Wednesday
442-44-6497,c,naypyitaw,member,male,home and lifestyle,0.506,0.222,0.175,0.175,2019-01-08,11:42,credit card,0.175,0.0,0.175,0.317,January,Tuesday
174-64-0215,b,mandalay,normal,male,sports and travel,0.664,1.0,0.767,0.767,2019-03-05,17:49,credit card,0.767,0.0,0.767,0.817,March,Tuesday
210-74-9613,c,naypyitaw,normal,male,fashion accessories,0.97,0.333,0.423,0.423,2019-03-16,15:33,ewallet,0.423,0.0,0.423,0.467,March,Saturday
299-29-0180,b,mandalay,member,female,home and lifestyle,0.468,0.667,0.396,0.396,2019-03-09,10:54,cash,0.396,0.0,0.396,0.883,March,Saturday
247-11-2470,a,yangon,member,female,fashion accessories,0.136,0.333,0.088,0.088,2019-03-01,16:23,credit card,0.088,0.0,0.088,0.067,March,Friday
635-28-5728,a,yangon,normal,male,health and beauty,0.511,0.222,0.176,0.176,2019-02-28,19:33,ewallet,0.176,0.0,0.176,0.133,February,Thursday
756-49-0168,a,yangon,member,male,fashion accessories,0.107,0.0,0.011,0.011,2019-02-08,11:39,ewallet,0.011,0.0,0.011,0.917,February,Friday
438-23-1242,b,mandalay,normal,male,electronic accessories,0.732,0.667,0.581,0.581,2019-01-24,10:38,ewallet,0.581,0.0,0.581,0.817,January,Thursday
238-45-6950,b,mandalay,member,male,food and beverages,0.486,0.0,0.049,0.049,2019-03-01,20:03,ewallet,0.049,0.0,0.049,0.4,March,Friday
607-65-2441,c,naypyitaw,member,male,health and beauty,0.8,1.0,0.903,0.903,2019-03-10,12:39,credit card,0.903,0.0,0.903,0.333,March,Sunday
386-27-7606,c,naypyitaw,member,female,home and lifestyle,0.791,0.667,0.623,0.623,2019-03-23,15:59,credit card,0.623,0.0,0.623,0.683,March,Saturday
137-63-5492,c,naypyitaw,normal,male,electronic accessories,0.542,1.0,0.644,0.644,2019-01-29,14:26,ewallet,0.644,0.0,0.644,0.833,January,Tuesday
197-77-7132,b,mandalay,member,male,electronic accessories,0.907,0.778,0.806,0.806,2019-01-12,18:22,ewallet,0.806,0.0,0.806,0.333,January,Saturday
805-86-0265,a,yangon,normal,male,home and lifestyle,0.933,0.889,0.932,0.932,2019-03-20,11:32,cash,0.932,0.0,0.932,0.967,March,Wednesday
733-29-1227,c,naypyitaw,normal,male,home and lifestyle,0.507,0.667,0.423,0.423,2019-03-23,12:41,cash,0.423,0.0,0.423,0.75,March,Saturday
451-73-2711,c,naypyitaw,normal,male,food and beverages,0.832,0.0,0.083,0.083,2019-01-14,15:20,ewallet,0.083,0.0,0.083,0.8,January,Monday
373-14-0504,a,yangon,member,female,sports and travel,0.685,0.111,0.148,0.148,2019-02-12,14:33,ewallet,0.148,0.0,0.148,0.8,February,Tuesday
546-80-2899,a,yangon,member,male,home and lifestyle,0.307,0.111,0.073,0.073,2019-02-20,15:29,ewallet,0.073,0.0,0.073,0.917,February,Wednesday
345-68-9016,c,naypyitaw,member,female,sports and travel,0.24,0.778,0.271,0.271,2019-01-02,16:19,credit card,0.271,0.0,0.271,0.267,January,Wednesday
390-17-5806,c,naypyitaw,member,female,food and beverages,0.315,0.0,0.032,0.032,2019-02-02,16:33,cash,0.032,0.0,0.032,0.767,February,Saturday
457-13-1708,b,mandalay,member,male,fashion accessories,0.614,1.0,0.716,0.716,2019-01-08,19:07,credit card,0.716,0.0,0.716,0.2,January,Tuesday
664-14-2882,c,naypyitaw,member,female,home and lifestyle,0.005,0.444,0.047,0.047,2019-01-30,14:43,credit card,0.047,0.0,0.047,0.3,January,Wednesday
487-79-6868,b,mandalay,member,female,home and lifestyle,0.025,0.889,0.112,0.112,2019-03-26,19:28,credit card,0.112,0.0,0.112,0.667,March,Tuesday
314-23-4520,c,naypyitaw,member,male,health and beauty,0.792,0.667,0.623,0.623,2019-01-15,20:44,cash,0.623,0.0,0.623,0.833,January,Tuesday
210-30-7976,b,mandalay,member,female,fashion accessories,0.136,0.333,0.088,0.088,2019-03-14,11:16,ewallet,0.088,0.0,0.088,0.017,March,Thursday
585-86-8361,a,yangon,normal,female,food and beverages,0.191,0.444,0.141,0.141,2019-02-03,10:31,credit card,0.141,0.0,0.141,0.767,February,Sunday
807-14-7833,a,yangon,member,female,electronic accessories,0.082,1.0,0.183,0.183,2019-02-22,12:30,ewallet,0.183,0.0,0.183,0.5,February,Friday
775-72-1988,b,mandalay,normal,male,home and lifestyle,0.703,0.444,0.397,0.397,2019-01-24,15:05,ewallet,0.397,0.0,0.397,0.733,January,Thursday
288-38-3758,c,naypyitaw,member,female,fashion accessories,0.832,0.222,0.273,0.273,2019-01-25,18:30,ewallet,0.273,0.0,0.273,0.567,January,Friday
652-43-6591,a,yangon,normal,female,fashion accessories,0.97,0.778,0.857,0.857,2019-03-09,13:18,credit card,0.857,0.0,0.857,0.367,March,Saturday
785-96-0615,b,mandalay,member,female,electronic accessories,0.285,0.778,0.308,0.308,2019-02-17,15:28,ewallet,0.308,0.0,0.308,0.15,February,Sunday
406-46-7107,a,yangon,normal,female,home and lifestyle,0.962,0.556,0.635,0.635,2019-01-11,11:52,cash,0.635,0.0,0.635,0.083,January,Friday
250-17-5703,a,yangon,member,male,food and beverages,0.098,1.0,0.199,0.199,2019-02-27,18:24,ewallet,0.199,0.0,0.199,0.267,February,Wednesday
156-95-3964,a,yangon,normal,female,food and beverages,0.504,0.333,0.236,0.236,2019-03-25,15:19,ewallet,0.236,0.0,0.236,0.667,March,Monday
842-40-8179,b,mandalay,member,female,food and beverages,0.747,1.0,0.85,0.85,2019-02-11,10:38,credit card,0.85,0.0,0.85,0.267,February,Monday
525-09-8450,b,mandalay,normal,male,electronic accessories,0.69,1.0,0.793,0.793,2019-01-31,15:12,credit card,0.793,0.0,0.793,0.033,January,Thursday
410-67-1709,a,yangon,member,female,fashion accessories,0.599,0.778,0.559,0.559,2019-01-20,17:48,ewallet,0.559,0.0,0.559,0.983,January,Sunday
587-73-4862,a,yangon,member,female,health and beauty,0.007,0.444,0.048,0.048,2019-03-26,11:07,ewallet,0.048,0.0,0.048,0.6,March,Tuesday
787-87-2010,a,yangon,member,male,health and beauty,0.505,0.333,0.236,0.236,2019-01-20,15:48,credit card,0.236,0.0,0.236,0.433,January,Sunday
593-14-4239,b,mandalay,normal,female,home and lifestyle,0.95,0.778,0.841,0.841,2019-03-05,19:40,ewallet,0.841,0.0,0.841,0.117,March,Tuesday
801-88-0346,c,naypyitaw,normal,female,fashion accessories,0.734,0.222,0.243,0.243,2019-01-05,20:30,credit card,0.243,0.0,0.243,0.967,January,Saturday
388-76-2555,b,mandalay,normal,male,sports and travel,0.04,0.556,0.08,0.08,2019-02-13,13:59,cash,0.08,0.0,0.08,0.383,February,Wednesday
711-31-1234,b,mandalay,normal,female,electronic accessories,0.952,0.333,0.415,0.415,2019-03-16,18:51,cash,0.415,0.0,0.415,0.65,March,Saturday
886-54-6089,a,yangon,normal,female,home and lifestyle,0.015,0.556,0.065,0.065,2019-01-15,17:24,cash,0.065,0.0,0.065,0.617,January,Tuesday
707-32-7409,b,mandalay,member,female,sports and travel,0.951,0.333,0.415,0.415,2019-02-26,11:58,ewallet,0.415,0.0,0.415,0.083,February,Tuesday
759-98-4285,c,naypyitaw,member,female,health and beauty,0.843,0.667,0.659,0.659,2019-02-27,19:01,credit card,0.659,0.0,0.659,0.667,February,Wednesday
201-63-8275,c,naypyitaw,member,female,sports and travel,0.644,0.667,0.52,0.52,2019-02-17,16:50,ewallet,0.52,0.0,0.52,0.283,February,Sunday
471-06-8611,c,naypyitaw,normal,female,food and beverages,0.471,0.0,0.047,0.047,2019-02-06,10:22,credit card,0.047,0.0,0.047,0.383,February,Wednesday
200-16-5952,c,naypyitaw,member,male,food and beverages,0.618,0.111,0.135,0.135,2019-01-17,16:46,cash,0.135,0.0,0.135,0.333,January,Thursday
120-54-2248,b,mandalay,normal,female,food and beverages,0.209,0.444,0.15,0.15,2019-01-22,18:08,credit card,0.15,0.0,0.15,0.667,January,Tuesday
102-77-2261,c,naypyitaw,member,male,health and beauty,0.614,0.667,0.499,0.499,2019-03-05,18:02,credit card,0.499,0.0,0.499,0.033,March,Tuesday
875-31-8302,b,mandalay,normal,male,sports and travel,0.927,0.0,0.093,0.093,2019-01-03,13:07,cash,0.093,0.0,0.093,0.933,January,Thursday
102-06-2002,c,naypyitaw,member,male,sports and travel,0.169,0.444,0.13,0.13,2019-03-20,17:52,cash,0.13,0.0,0.13,0.35,March,Wednesday
457-94-0464,b,mandalay,member,male,electronic accessories,0.865,0.889,0.871,0.871,2019-01-31,20:32,ewallet,0.871,0.0,0.871,0.267,January,Thursday
629-42-4133,c,naypyitaw,normal,male,health and beauty,0.13,0.778,0.183,0.183,2019-02-19,19:24,cash,0.183,0.0,0.183,0.717,February,Tuesday
534-53-3526,a,yangon,normal,female,sports and travel,0.942,0.333,0.412,0.412,2019-02-11,16:06,ewallet,0.412,0.0,0.412,0.633,February,Monday
307-04-2070,a,yangon,member,female,fashion accessories,0.229,0.0,0.023,0.023,2019-02-05,14:14,credit card,0.023,0.0,0.023,0.017,February,Tuesday
468-99-7231,c,naypyitaw,normal,female,home and lifestyle,0.378,0.778,0.381,0.381,2019-03-03,17:36,cash,0.381,0.0,0.381,0.8,March,Sunday
516-77-6464,c,naypyitaw,member,female,health and beauty,0.001,0.444,0.045,0.045,2019-02-24,13:08,ewallet,0.045,0.0,0.045,0.017,February,Sunday
404-91-5964,a,yangon,normal,male,electronic accessories,0.718,0.667,0.571,0.571,2019-02-04,16:09,credit card,0.571,0.0,0.571,0.833,February,Monday
886-77-9084,c,naypyitaw,normal,male,electronic accessories,0.688,0.778,0.63,0.63,2019-02-19,11:33,ewallet,0.63,0.0,0.63,0.25,February,Tuesday
790-38-4466,c,naypyitaw,normal,female,health and beauty,0.01,0.444,0.05,0.05,2019-01-23,10:18,credit card,0.05,0.0,0.05,0.883,January,Wednesday
704-10-4056,c,naypyitaw,member,male,health and beauty,0.561,0.222,0.191,0.191,2019-01-14,10:55,credit card,0.191,0.0,0.191,0.267,January,Monday
497-37-6538,a,yangon,normal,male,sports and travel,0.543,0.667,0.449,0.449,2019-01-17,15:15,ewallet,0.449,0.0,0.449,0.95,January,Thursday
651-96-5970,a,yangon,normal,male,fashion accessories,0.404,0.0,0.04,0.04,2019-03-03,20:06,credit card,0.04,0.0,0.04,0.0,March,Sunday
400-80-4065,c,naypyitaw,member,male,health and beauty,0.651,0.333,0.295,0.295,2019-02-15,20:21,credit card,0.295,0.0,0.295,0.867,February,Friday
263-12-5321,a,yangon,member,male,electronic accessories,0.918,0.667,0.712,0.712,2019-02-27,12:52,credit card,0.712,0.0,0.712,0.883,February,Wednesday
702-72-0487,a,yangon,normal,female,electronic accessories,0.406,0.111,0.093,0.093,2019-02-26,12:28,credit card,0.093,0.0,0.093,0.433,February,Tuesday
605-83-1050,b,mandalay,normal,male,fashion accessories,0.19,0.111,0.049,0.049,2019-03-15,16:26,ewallet,0.049,0.0,0.049,0.05,March,Friday
443-60-9639,c,naypyitaw,member,female,home and lifestyle,0.565,0.0,0.057,0.057,2019-01-24,13:24,cash,0.057,0.0,0.057,0.25,January,Thursday
864-24-7918,a,yangon,member,female,sports and travel,0.16,1.0,0.262,0.262,2019-02-22,15:15,cash,0.262,0.0,0.262,0.683,February,Friday
359-94-5395,b,mandalay,normal,male,health and beauty,0.92,0.0,0.092,0.092,2019-03-15,10:50,credit card,0.092,0.0,0.092,0.967,March,Friday
401-09-4232,c,naypyitaw,member,male,home and lifestyle,0.852,0.444,0.472,0.472,2019-02-11,18:38,ewallet,0.472,0.0,0.472,0.9,February,Monday
751-15-6198,b,mandalay,normal,male,sports and travel,0.144,0.556,0.143,0.143,2019-01-12,16:45,ewallet,0.143,0.0,0.143,0.65,January,Saturday
324-41-6833,c,naypyitaw,member,female,electronic accessories,0.224,0.778,0.258,0.258,2019-03-03,19:30,ewallet,0.258,0.0,0.258,0.183,March,Sunday
474-33-8305,c,naypyitaw,member,male,fashion accessories,0.638,0.667,0.515,0.515,2019-03-23,13:23,ewallet,0.515,0.0,0.515,0.483,March,Saturday
759-29-9521,a,yangon,member,female,fashion accessories,0.433,0.889,0.48,0.48,2019-03-04,11:27,cash,0.48,0.0,0.48,0.667,March,Monday
831-81-6575,b,mandalay,member,female,electronic accessories,0.729,0.889,0.748,0.748,2019-02-23,11:12,cash,0.748,0.0,0.748,0.667,February,Saturday
220-68-6701,a,yangon,normal,female,home and lifestyle,0.75,0.333,0.334,0.334,2019-03-17,16:36,cash,0.334,0.0,0.334,0.033,March,Sunday
618-34-8551,a,yangon,normal,female,sports and travel,0.925,0.111,0.197,0.197,2019-01-16,18:41,credit card,0.197,0.0,0.197,0.75,January,Wednesday
257-60-7754,a,yangon,normal,female,electronic accessories,0.447,0.333,0.213,0.213,2019-01-08,17:12,cash,0.213,0.0,0.213,0.833,January,Tuesday
559-61-5987,b,mandalay,normal,female,health and beauty,0.085,0.0,0.008,0.008,2019-01-14,10:38,cash,0.008,0.0,0.008,0.767,January,Monday
189-55-2313,c,naypyitaw,normal,female,fashion accessories,0.58,1.0,0.682,0.682,2019-01-31,10:33,ewallet,0.682,0.0,0.682,0.333,January,Thursday
565-91-4567,b,mandalay,normal,male,health and beauty,0.007,0.778,0.085,0.085,2019-03-15,14:38,ewallet,0.085,0.0,0.085,0.367,March,Friday
380-60-5336,a,yangon,normal,female,electronic accessories,0.336,1.0,0.438,0.438,2019-02-24,18:06,credit card,0.438,0.0,0.438,0.167,February,Sunday
815-04-6282,c,naypyitaw,member,female,sports and travel,0.611,0.444,0.351,0.351,2019-02-08,12:52,credit card,0.351,0.0,0.351,0.417,February,Friday
674-56-6360,a,yangon,normal,male,electronic accessories,0.946,0.0,0.095,0.095,2019-03-22,14:00,cash,0.095,0.0,0.095,0.333,March,Friday
778-34-2523,a,yangon,member,female,electronic accessories,0.429,0.778,0.423,0.423,2019-01-24,10:57,cash,0.423,0.0,0.423,0.167,January,Thursday
499-27-7781,b,mandalay,normal,female,food and beverages,0.48,0.778,0.464,0.464,2019-03-14,16:45,ewallet,0.464,0.0,0.464,0.167,March,Thursday
477-59-2456,c,naypyitaw,normal,female,fashion accessories,0.393,0.667,0.344,0.344,2019-01-23,11:15,cash,0.344,0.0,0.344,0.867,January,Wednesday
832-51-6761,a,yangon,normal,male,food and beverages,0.265,0.778,0.291,0.291,2019-01-19,20:29,ewallet,0.291,0.0,0.291,0.933,January,Saturday
869-11-3082,b,mandalay,member,male,health and beauty,0.958,0.333,0.418,0.418,2019-01-27,20:03,credit card,0.418,0.0,0.418,0.733,January,Sunday
190-59-3964,b,mandalay,member,male,food and beverages,0.413,0.444,0.252,0.252,2019-02-03,14:35,credit card,0.252,0.0,0.252,0.333,February,Sunday
366-43-6862,b,mandalay,normal,male,electronic accessories,0.476,0.333,0.225,0.225,2019-03-25,16:32,ewallet,0.225,0.0,0.225,0.45,March,Monday
186-43-8965,a,yangon,member,female,home and lifestyle,0.418,0.111,0.095,0.095,2019-02-24,10:10,credit card,0.095,0.0,0.095,0.017,February,Sunday
784-21-9238,c,naypyitaw,member,male,sports and travel,0.001,0.0,0.0,0.0,2019-02-07,14:15,cash,0.0,0.0,0.0,0.317,February,Thursday
276-75-6884,a,yangon,normal,female,health and beauty,0.652,0.222,0.219,0.219,2019-03-04,10:05,cash,0.219,0.0,0.219,0.783,March,Monday
109-86-4363,b,mandalay,member,female,sports and travel,0.556,0.667,0.458,0.458,2019-02-14,11:36,credit card,0.458,0.0,0.458,0.083,February,Thursday
569-76-2760,a,yangon,member,female,sports and travel,0.133,0.333,0.087,0.087,2019-01-29,18:15,credit card,0.087,0.0,0.087,0.433,January,Tuesday
222-42-0244,b,mandalay,member,female,health and beauty,0.69,0.889,0.713,0.713,2019-01-28,13:53,credit card,0.713,0.0,0.713,0.617,January,Monday
760-53-9233,a,yangon,member,male,fashion accessories,0.347,0.222,0.127,0.127,2019-03-26,18:37,credit card,0.127,0.0,0.127,0.75,March,Tuesday
538-22-0304,c,naypyitaw,normal,male,electronic accessories,0.61,1.0,0.713,0.713,2019-03-24,18:27,cash,0.713,0.0,0.713,0.2,March,Sunday
416-17-9926,a,yangon,member,female,electronic accessories,0.714,1.0,0.817,0.817,2019-01-01,14:42,credit card,0.817,0.0,0.817,0.05,January,Tuesday
237-44-6163,a,yangon,normal,male,electronic accessories,0.005,0.778,0.083,0.083,2019-01-24,17:43,cash,0.083,0.0,0.083,0.6,January,Thursday
636-17-0325,b,mandalay,normal,male,health and beauty,0.584,0.333,0.268,0.268,2019-02-25,18:37,cash,0.268,0.0,0.268,0.917,February,Monday
343-75-9322,b,mandalay,member,female,sports and travel,0.02,0.778,0.094,0.094,2019-01-09,16:34,cash,0.094,0.0,0.094,0.017,January,Wednesday
528-14-9470,a,yangon,member,male,health and beauty,0.904,0.0,0.091,0.091,2019-02-14,14:42,ewallet,0.091,0.0,0.091,0.867,February,Thursday
427-45-9297,b,mandalay,member,female,home and lifestyle,0.341,0.667,0.307,0.307,2019-03-12,11:01,ewallet,0.307,0.0,0.307,0.233,March,Tuesday
807-34-3742,a,yangon,normal,male,fashion accessories,0.471,0.0,0.047,0.047,2019-03-26,19:44,cash,0.047,0.0,0.047,0.3,March,Tuesday
288-62-1085,a,yangon,member,male,fashion accessories,0.317,0.444,0.204,0.204,2019-01-09,13:34,ewallet,0.204,0.0,0.204,0.267,January,Wednesday
670-71-7306,b,mandalay,normal,male,sports and travel,0.384,0.556,0.287,0.287,2019-01-02,20:08,credit card,0.287,0.0,0.287,0.183,January,Wednesday
660-29-7083,c,naypyitaw,normal,male,electronic accessories,0.509,1.0,0.612,0.612,2019-01-15,15:01,cash,0.612,0.0,0.612,0.3,January,Tuesday
271-77-8740,c,naypyitaw,member,female,sports and travel,0.213,0.556,0.184,0.184,2019-01-01,11:40,ewallet,0.184,0.0,0.184,0.167,January,Tuesday
497-36-0989,a,yangon,normal,male,fashion accessories,0.466,0.222,0.162,0.162,2019-02-15,15:21,cash,0.162,0.0,0.162,0.65,February,Friday
291-59-1384,b,mandalay,normal,male,electronic accessories,0.559,0.0,0.056,0.056,2019-02-28,17:38,cash,0.056,0.0,0.056,0.333,February,Thursday
860-73-6466,a,yangon,member,female,sports and travel,0.327,0.111,0.077,0.077,2019-03-02,16:16,credit card,0.077,0.0,0.077,0.167,March,Saturday
549-23-9016,c,naypyitaw,member,female,food and beverages,0.053,0.111,0.022,0.022,2019-02-13,18:15,credit card,0.022,0.0,0.022,0.817,February,Wednesday
896-34-0956,a,yangon,normal,male,fashion accessories,0.125,0.0,0.012,0.012,2019-01-26,12:43,cash,0.012,0.0,0.012,0.317,January,Saturday
804-38-3935,a,yangon,member,male,electronic accessories,0.931,0.222,0.303,0.303,2019-01-30,11:32,credit card,0.303,0.0,0.303,0.317,January,Wednesday
585-90-0249,a,yangon,member,male,electronic accessories,0.703,0.0,0.07,0.07,2019-01-27,18:08,ewallet,0.07,0.0,0.07,0.95,January,Sunday
862-29-5914,c,naypyitaw,normal,female,sports and travel,0.137,0.0,0.014,0.014,2019-01-30,17:08,credit card,0.014,0.0,0.014,0.767,January,Wednesday
845-94-6841,c,naypyitaw,member,female,food and beverages,0.699,0.889,0.72,0.72,2019-01-08,19:38,cash,0.72,0.0,0.72,0.0,January,Tuesday
125-45-2293,a,yangon,normal,female,fashion accessories,0.99,0.556,0.652,0.652,2019-01-19,13:11,cash,0.652,0.0,0.652,0.033,January,Saturday
843-73-4724,a,yangon,normal,male,fashion accessories,0.712,0.0,0.071,0.071,2019-01-25,11:05,cash,0.071,0.0,0.071,0.867,January,Friday
409-33-9708,a,yangon,normal,female,fashion accessories,0.984,0.111,0.208,0.208,2019-02-19,10:12,ewallet,0.208,0.0,0.208,0.867,February,Tuesday
658-66-3967,c,naypyitaw,normal,male,health and beauty,0.48,0.667,0.404,0.404,2019-01-14,15:42,ewallet,0.404,0.0,0.404,0.167,January,Monday
866-70-2814,b,mandalay,normal,female,electronic accessories,0.475,1.0,0.578,0.578,2019-02-25,11:58,ewallet,0.578,0.0,0.578,1.0,February,Monday
160-22-2687,a,yangon,member,female,health and beauty,0.955,0.444,0.524,0.524,2019-01-23,14:21,ewallet,0.524,0.0,0.524,0.8,January,Wednesday
895-03-6665,b,mandalay,normal,female,fashion accessories,0.294,0.889,0.355,0.355,2019-02-16,10:52,cash,0.355,0.0,0.355,0.033,February,Saturday
770-42-8960,b,mandalay,normal,male,food and beverages,0.123,0.778,0.177,0.177,2019-01-01,19:31,cash,0.177,0.0,0.177,0.383,January,Tuesday
748-45-2862,a,yangon,member,female,home and lifestyle,0.203,0.333,0.115,0.115,2019-03-07,18:35,cash,0.115,0.0,0.115,0.7,March,Thursday
234-36-2483,b,mandalay,normal,male,health and beauty,0.529,0.556,0.374,0.374,2019-02-15,13:51,cash,0.374,0.0,0.374,0.183,February,Friday
316-66-3011,a,yangon,member,female,food and beverages,0.418,0.889,0.467,0.467,2019-01-23,12:35,cash,0.467,0.0,0.467,0.167,January,Wednesday
848-95-6252,c,naypyitaw,member,female,home and lifestyle,0.848,0.0,0.085,0.085,2019-02-20,13:24,ewallet,0.085,0.0,0.085,0.5,February,Wednesday
840-76-5966,a,yangon,member,male,sports and travel,0.03,0.111,0.017,0.017,2019-01-08,18:06,ewallet,0.017,0.0,0.017,0.633,January,Tuesday
152-03-4217,b,mandalay,normal,female,home and lifestyle,0.013,0.889,0.102,0.102,2019-03-17,11:55,credit card,0.102,0.0,0.102,0.05,March,Sunday
533-66-5566,b,mandalay,normal,female,home and lifestyle,0.456,0.667,0.387,0.387,2019-01-12,11:42,cash,0.387,0.0,0.387,0.5,January,Saturday
124-31-1458,a,yangon,member,female,electronic accessories,0.773,0.222,0.255,0.255,2019-01-08,14:30,cash,0.255,0.0,0.255,0.433,January,Tuesday
176-78-1170,c,naypyitaw,member,male,health and beauty,0.264,0.222,0.102,0.102,2019-01-26,15:11,ewallet,0.102,0.0,0.102,0.55,January,Saturday
361-59-0574,b,mandalay,member,male,sports and travel,0.895,0.778,0.797,0.797,2019-03-15,14:48,credit card,0.797,0.0,0.797,0.417,March,Friday
101-81-4070,c,naypyitaw,member,female,health and beauty,0.587,0.111,0.129,0.129,2019-01-17,12:36,ewallet,0.129,0.0,0.129,0.15,January,Thursday
631-34-1880,c,naypyitaw,member,male,food and beverages,0.158,0.222,0.07,0.07,2019-01-08,19:09,credit card,0.07,0.0,0.07,0.05,January,Tuesday
852-82-2749,a,yangon,normal,male,sports and travel,0.606,0.333,0.277,0.277,2019-01-06,13:35,ewallet,0.277,0.0,0.277,0.883,January,Sunday
873-14-6353,a,yangon,member,male,food and beverages,0.164,0.667,0.182,0.182,2019-02-16,10:33,credit card,0.182,0.0,0.182,0.517,February,Saturday
584-66-4073,c,naypyitaw,normal,male,fashion accessories,0.516,0.0,0.052,0.052,2019-03-13,15:45,ewallet,0.052,0.0,0.052,0.933,March,Wednesday
544-55-9589,b,mandalay,member,female,electronic accessories,0.126,1.0,0.228,0.228,2019-01-28,11:51,cash,0.228,0.0,0.228,0.367,January,Monday
166-19-2553,a,yangon,member,male,sports and travel,0.879,0.556,0.585,0.585,2019-01-18,17:26,cash,0.585,0.0,0.585,0.983,January,Friday
737-88-5876,a,yangon,member,male,home and lifestyle,0.147,0.333,0.093,0.093,2019-03-19,11:52,credit card,0.093,0.0,0.093,0.317,March,Tuesday
154-87-7367,c,naypyitaw,normal,male,home and lifestyle,0.614,0.778,0.571,0.571,2019-03-15,14:04,ewallet,0.571,0.0,0.571,0.383,March,Friday
885-56-0389,c,naypyitaw,member,male,fashion accessories,0.47,0.0,0.047,0.047,2019-02-12,17:49,cash,0.047,0.0,0.047,0.0,February,Tuesday
608-05-3804,b,mandalay,member,male,electronic accessories,0.33,0.0,0.033,0.033,2019-02-25,20:19,cash,0.033,0.0,0.033,0.35,February,Monday
448-61-3783,a,yangon,normal,female,electronic accessories,0.889,0.778,0.792,0.792,2019-03-21,16:08,credit card,0.792,0.0,0.792,0.083,March,Thursday
